9802445,1,7846,1
7846,1,9802445,1
5541231,1,5232691,1
5232691,1,5541231,1
2627686,1,1432517,1
1432517,1,2627686,1
424869,1,7412092,1
7412092,1,424869,1
2260183,1,2260623,1
2260623,1,2260183,1
1959294,1,2371718,1
2371718,1,1959294,1
5154908,1,206998,1
206998,1,5154908,1
14633206,1,2627221,1
2627221,1,14633206,1
4348184,1,4552696,1
4552696,1,4348184,1
1480149,1,1480469,1
1480469,1,1480149,1
14560926,1,14560612,1
14560612,1,14560926,1
939857,1,4820258,1
4820258,1,939857,1
998399,1,4063373,1
4063373,1,998399,1
6226057,1,5946687,1
5946687,1,6226057,1
449692,1,126264,1
126264,1,449692,1
12359026,1,12367122,1
12367122,1,12359026,1
1222360,1,2464693,1
2464693,1,1222360,1
1206218,1,10717589,1
10717589,1,1206218,1
654015,1,654258,1
654258,1,654015,1
829378,1,2475922,1
2475922,1,829378,1
7248801,1,976653,1
976653,1,7248801,1
8175233,1,9941964,1
9941964,1,8175233,1
11724822,1,11571907,1
11571907,1,11724822,1
1031705,1,10381369,1
10381369,1,1031705,1
10619492,1,7846,1
7846,1,10619492,1
12715914,1,13104059,1
13104059,1,12715914,1
9031061,1,8691669,1
8691669,1,9031061,1
328128,1,109660,1
109660,1,328128,1
2539334,1,2441022,1
2441022,1,2539334,1
6331803,1,6172789,1
6172789,1,6331803,1
1218327,1,1217859,1
1217859,1,1218327,1
2150948,1,5933246,1
5933246,1,2150948,1
8798382,1,8799462,1
8799462,1,8798382,1
10184946,1,1826723,1
1826723,1,10184946,1
2616572,1,1429349,1
1429349,1,2616572,1
2544960,1,2545153,1
2545153,1,2544960,1
8967329,1,3084759,1
3084759,1,8967329,1
11938261,1,13112664,1
13112664,1,11938261,1
7302542,1,6090869,1
6090869,1,7302542,1
10523341,1,10622053,1
10622053,1,10523341,1
9941964,1,10317007,1
10317007,1,9941964,1
11897466,1,13118707,1
13118707,1,11897466,1
2352390,1,2352591,1
2352591,1,2352390,1
1798352,1,1507175,1
1507175,1,1798352,1
2639464,1,2639605,1
2639605,1,2639464,1
1467504,1,1466828,1
1466828,1,1467504,1
248659,1,252019,1
252019,1,248659,1
6530789,1,6479665,1
6479665,1,6530789,1
521562,1,1711445,1
1711445,1,521562,1
11277500,1,9668729,1
9668729,1,11277500,1
1813668,1,1813884,1
1813884,1,1813668,1
1534609,1,717748,1
717748,1,1534609,1
9510305,1,9507097,1
9507097,1,9510305,1
6851742,1,2678528,1
2678528,1,6851742,1
10634075,1,10118844,1
10118844,1,10634075,1
8860123,1,7847453,1
7847453,1,8860123,1
4519153,1,3096960,1
3096960,1,4519153,1
2855925,1,3051540,1
3051540,1,2855925,1
6337307,1,6333653,1
6333653,1,6337307,1
2539788,1,1129532,1
1129532,1,2539788,1
1098452,1,1263711,1
1263711,1,1098452,1
10048218,1,9605289,1
9605289,1,10048218,1
8860123,1,3268142,1
3268142,1,8860123,1
6667792,1,8441203,1
8441203,1,6667792,1
665886,1,154433,1
154433,1,665886,1
6066555,1,6037666,1
6037666,1,6066555,1
1279015,1,1278427,1
1278427,1,1279015,1
424691,1,422090,1
422090,1,424691,1
1847845,1,1941093,1
1941093,1,1847845,1
7959943,1,2025009,1
2025009,1,7959943,1
808767,1,808182,1
808182,1,808767,1
13537894,1,13453428,1
13453428,1,13537894,1
1059123,1,6763681,1
6763681,1,1059123,1
13265011,1,2474239,1
2474239,1,13265011,1
2553196,1,2559232,1
2559232,1,2553196,1
11959489,1,11959632,1
11959632,1,11959489,1
2010864,1,2009433,1
2009433,1,2010864,1
2051031,1,2050132,1
2050132,1,2051031,1
6253371,1,6253140,1
6253140,1,6253371,1
4175147,1,3082979,1
3082979,1,4175147,1
13441812,1,60185,1
60185,1,13441812,1
10087080,1,9943239,1
9943239,1,10087080,1
505802,1,299580,1
299580,1,505802,1
327031,1,6484,1
6484,1,327031,1
12660009,1,12660796,1
12660796,1,12660009,1
10728998,1,2530167,1
2530167,1,10728998,1
12864160,1,12205694,1
12205694,1,12864160,1
5592126,1,5225602,1
5225602,1,5592126,1
14456893,1,14456138,1
14456138,1,14456893,1
8907606,1,9175915,1
9175915,1,8907606,1
1021128,1,5925366,1
5925366,1,1021128,1
1148614,1,1145359,1
1145359,1,1148614,1
13052931,1,13049953,1
13049953,1,13052931,1
6282651,1,33020,1
33020,1,6282651,1
577330,1,6534659,1
6534659,1,577330,1
558008,1,556313,1
556313,1,558008,1
2610541,1,1429349,1
1429349,1,2610541,1
2570282,1,1899360,1
1899360,1,2570282,1
13333833,1,13354420,1
13354420,1,13333833,1
17674,1,10026976,1
10026976,1,17674,1
13077479,1,13078133,1
13078133,1,13077479,1
768353,1,766234,1
766234,1,768353,1
2021438,1,2036982,1
2036982,1,2021438,1
570205,1,6084469,1
6084469,1,570205,1
1941670,1,1942177,1
1942177,1,1941670,1
4965661,1,4959672,1
4959672,1,4965661,1
1864865,1,1831531,1
1831531,1,1864865,1
1292885,1,13743605,1
13743605,1,1292885,1
383275,1,382635,1
382635,1,383275,1
1933900,1,5250659,1
5250659,1,1933900,1
611481,1,7452841,1
7452841,1,611481,1
12112789,1,12100538,1
12100538,1,12112789,1
2942699,1,2943241,1
2943241,1,2942699,1
14861355,1,3091996,1
3091996,1,14861355,1
8873622,1,8691669,1
8691669,1,8873622,1
4210390,1,1482958,1
1482958,1,4210390,1
2228565,1,1762525,1
1762525,1,2228565,1
1482754,1,1429349,1
1429349,1,1482754,1
11692952,1,11719468,1
11719468,1,11692952,1
227667,1,227165,1
227165,1,227667,1
311113,1,223500,1
223500,1,311113,1
12563913,1,11585340,1
11585340,1,12563913,1
2092309,1,293916,1
293916,1,2092309,1
6539502,1,6552984,1
6552984,1,6539502,1
13559782,1,13427078,1
13427078,1,13559782,1
1714208,1,6891493,1
6891493,1,1714208,1
1494475,1,1482330,1
1482330,1,1494475,1
5376844,1,5418717,1
5418717,1,5376844,1
5515287,1,5524430,1
5524430,1,5515287,1
1525295,1,434374,1
434374,1,1525295,1
1017826,1,10001647,1
10001647,1,1017826,1
11692952,1,11739530,1
11739530,1,11692952,1
11773138,1,11773628,1
11773628,1,11773138,1
5704266,1,5650579,1
5650579,1,5704266,1
63724,1,208210,1
208210,1,63724,1
12972818,1,12972966,1
12972966,1,12972818,1
1966706,1,1970826,1
1970826,1,1966706,1
4093625,1,2913152,1
2913152,1,4093625,1
8906374,1,9303647,1
9303647,1,8906374,1
1181475,1,8441203,1
8441203,1,1181475,1
1486312,1,2974697,1
2974697,1,1486312,1
6744154,1,6738281,1
6738281,1,6744154,1
1563005,1,9429387,1
9429387,1,1563005,1
4145735,1,3748886,1
3748886,1,4145735,1
2658867,1,1000068,1
1000068,1,2658867,1
349705,1,1868370,1
1868370,1,349705,1
12341126,1,12342043,1
12342043,1,12341126,1
3131116,1,8734385,1
8734385,1,3131116,1
354884,1,82308,1
82308,1,354884,1
243918,1,248063,1
248063,1,243918,1
7281635,1,6234825,1
6234825,1,7281635,1
4945057,1,1826378,1
1826378,1,4945057,1
5058140,1,438178,1
438178,1,5058140,1
9477890,1,9335240,1
9335240,1,9477890,1
202934,1,10326087,1
10326087,1,202934,1
6845599,1,3753657,1
3753657,1,6845599,1
4657876,1,4623612,1
4623612,1,4657876,1
11786017,1,11556857,1
11556857,1,11786017,1
14403560,1,1793933,1
1793933,1,14403560,1
3933183,1,3932203,1
3932203,1,3933183,1
13049561,1,11590783,1
11590783,1,13049561,1
7520112,1,2122983,1
2122983,1,7520112,1
4307419,1,2886599,1
2886599,1,4307419,1
5563034,1,5594822,1
5594822,1,5563034,1
5570129,1,5289861,1
5289861,1,5570129,1
12371002,1,11575425,1
11575425,1,12371002,1
2824448,1,2676261,1
2676261,1,2824448,1
2236495,1,2245592,1
2245592,1,2236495,1
1202068,1,843325,1
843325,1,1202068,1
980453,1,7081739,1
7081739,1,980453,1
2724417,1,2604760,1
2604760,1,2724417,1
839526,1,10201535,1
10201535,1,839526,1
144314,1,142191,1
142191,1,144314,1
1366718,1,7527352,1
7527352,1,1366718,1
12251577,1,11575425,1
11575425,1,12251577,1
